 2.046 	 2.077 	 1.706 	 1.731 	 1.583 	 1.696 	 1.243
 1.400 	 1.488 	 1.424 	 1.603 	 1.471 	 1.778 	 1.410
 9.168 	 8.691 	 6.598 	 5.438 	 4.982 	 3.806 	 4.069
 3.143 	 2.747 	 4.023 	 4.341 	 3.439 	 5.521 	 5.889
 5.151 	 5.037 	 3.938 	 3.892 	 3.708 	 2.177 	 2.070
 2.107 	 1.678 	 1.131 	 1.046 	 1.161 	 1.021 	 1.011
 3.303 	 3.711 	 2.339 	 2.158 	 2.026 	 1.703 	 2.125
 1.278 	 0.897 	 0.916 	 0.899 	 0.601 	 0.622 	 0.567
 15.372 	 14.792 	 7.828 	 7.849 	 3.992 	 4.529 	 3.336
 1.302 	 0.849 	 0.707 	 0.653 	 0.503 	 0.475 	 0.404
 1.250 	 0.736 	 0.525 	 0.458 	 0.320 	 0.339 	 0.373
 2.514 	 2.089 	 1.319 	 1.364 	 1.140 	 1.617 	 1.068
 2.102 	 2.853 	 1.632 	 2.137 	 1.799 	 1.771 	 2.093
 55.333 	 78.237 	 61.514 	 59.495 	 57.517 	 69.362 	 84.839
 2.138 	 1.693 	 1.951 	 1.588 	 1.609 	 1.719 	 1.546
 3.050 	 1.703 	 1.173 	 1.011 	 0.960 	 1.016 	 0.637
 2.235 	 2.039 	 1.368 	 1.361 	 1.397 	 0.985 	 0.795
 8.192 	 21.628 	 19.292 	 20.896 	 17.795 	 10.996 	 7.918
 0.759 	 0.799 	 0.763 	 0.756 	 0.714 	 0.707 	 0.648
 0.871 	 0.928 	 1.060 	 1.451 	 1.431 	 1.305 	 1.197
 6.243 	 6.698 	 5.233 	 4.840 	 4.279 	 4.504 	 2.965
 1.500 	 1.824 	 1.326 	 1.318 	 1.025 	 1.104 	 1.107
 4.384 	 4.634 	 4.325 	 6.532 	 4.381 	 4.249 	 3.401
 2.136 	 1.710 	 1.591 	 1.611 	 1.017 	 1.137 	 0.988
 12.998 	 9.692 	 4.587 	 3.569 	 3.284 	 3.567 	 3.581
 1.770 	 1.260 	 1.089 	 0.985 	 0.668 	 0.791 	 0.846
 2.809 	 2.313 	 1.373 	 1.345 	 1.229 	 0.958 	 0.783
 1.458 	 1.417 	 1.497 	 1.879 	 1.629 	 1.590 	 1.306
 1.026 	 1.138 	 0.744 	 0.642 	 0.701 	 1.162 	 1.398
 1.280 	 1.066 	 0.961 	 0.948 	 0.793 	 0.794 	 0.774
 2.558 	 1.531 	 1.104 	 0.946 	 1.036 	 2.086 	 6.153
 1.288 	 0.758 	 0.512 	 0.554 	 0.386 	 0.568 	 0.819
 0.993 	 1.377 	 1.334 	 1.283 	 1.637 	 1.767 	 1.396
 3.696 	 4.202 	 3.929 	 5.546 	 3.796 	 3.481 	 3.395
 3.729 	 3.186 	 2.560 	 3.946 	 3.752 	 3.685 	 1.965
 0.564 	 0.307 	 0.184 	 0.193 	 0.171 	 0.138 	 0.123
 3.377 	 4.621 	 3.300 	 3.618 	 3.961 	 4.845 	 3.883
 1.210 	 0.874 	 0.474 	 0.350 	 0.378 	 0.371 	 0.309
 1.327 	 0.827 	 0.607 	 0.459 	 0.353 	 0.428 	 0.323
 2.233 	 1.419 	 1.099 	 1.038 	 1.099 	 2.115 	 0.943
 3.951 	 3.464 	 2.390 	 1.734 	 2.311 	 2.498 	 1.595
 82.490 	 150.527 	 72.821 	 19.771 	 8.867 	 59.258 	 16.566
 5.489 	 5.358 	 2.925 	 2.861 	 3.675 	 3.456 	 3.070
 1.911 	 1.653 	 1.171 	 1.061 	 0.939 	 0.877 	 0.890
 1.173 	 1.156 	 1.349 	 1.421 	 1.350 	 1.473 	 1.422
 3.933 	 4.928 	 3.667 	 2.685 	 2.134 	 2.648 	 3.184
 1.533 	 0.961 	 0.637 	 0.511 	 0.376 	 0.530 	 0.370
 3.035 	 2.674 	 1.444 	 1.245 	 1.152 	 0.899 	 1.059
 0.455 	 0.566 	 0.452 	 0.400 	 0.407 	 0.365 	 0.363
 0.384 	 0.178 	 0.118 	 0.123 	 0.078 	 0.109 	 0.080
 4.348 	 8.816 	 5.040 	 3.891 	 3.089 	 2.927 	 4.792
 9.827 	 9.795 	 4.953 	 4.143 	 7.556 	 5.664 	 4.474
 2.991 	 2.392 	 2.181 	 2.179 	 1.994 	 2.382 	 1.354
 6.889 	 6.702 	 12.107 	 3.977 	 5.132 	 9.938 	 1.185
 0.527 	 0.536 	 0.590 	 0.455 	 0.390 	 0.457 	 0.441
 1.695 	 0.799 	 0.704 	 0.858 	 0.560 	 0.514 	 0.367
 2.188 	 1.862 	 1.282 	 1.190 	 1.015 	 0.635 	 0.418
 2.432 	 4.519 	 2.740 	 1.997 	 3.118 	 2.391 	 1.900
 0.303 	 0.147 	 0.093 	 0.070 	 0.045 	 0.039 	 0.031
 1.713 	 2.044 	 1.045 	 1.763 	 1.855 	 1.700 	 0.690
 1.192 	 0.840 	 0.531 	 0.399 	 0.384 	 0.313 	 0.214
 0.376 	 0.240 	 0.187 	 0.146 	 0.091 	 0.068 	 0.058
 0.989 	 0.479 	 0.327 	 0.305 	 0.259 	 0.227 	 0.225
 4.478 	 6.047 	 10.775 	 5.059 	 1.975 	 2.009 	 4.317
 0.879 	 0.468 	 0.296 	 0.223 	 0.191 	 0.163 	 0.261
 10.911 	 7.558 	 4.377 	 4.128 	 3.485 	 4.574 	 2.877
 3.218 	 3.420 	 2.533 	 2.732 	 2.937 	 3.179 	 2.151
 0.993 	 2.937 	 2.304 	 1.022 	 1.375 	 1.475 	 0.966
 1.276 	 1.123 	 0.763 	 0.736 	 0.716 	 0.614 	 0.333
 1.222 	 0.600 	 0.366 	 0.257 	 0.214 	 0.220 	 0.185
 1.378 	 1.154 	 0.728 	 0.493 	 0.373 	 0.351 	 0.389
 9.859 	 6.698 	 3.848 	 3.913 	 3.967 	 3.485 	 4.003
 0.679 	 0.546 	 0.511 	 0.480 	 0.349 	 0.485 	 1.065
 1.744 	 1.013 	 0.906 	 0.751 	 0.597 	 0.534 	 0.445
 0.670 	 0.436 	 0.274 	 0.238 	 0.229 	 0.210 	 0.176
 6.010 	 6.279 	 3.075 	 5.095 	 4.931 	 3.161 	 2.508
 0.549 	 0.221 	 0.172 	 0.143 	 0.102 	 0.111 	 0.084
 1.959 	 1.403 	 0.971 	 1.013 	 0.906 	 0.769 	 0.763
 8.522 	 9.312 	 5.684 	 4.583 	 4.606 	 3.443 	 6.785
 1.212 	 0.818 	 0.509 	 0.467 	 0.378 	 0.533 	 0.411
 0.931 	 0.704 	 0.636 	 0.446 	 0.570 	 0.327 	 0.251
 1.834 	 3.184 	 2.760 	 1.689 	 1.488 	 1.541 	 1.427
 1.372 	 0.842 	 0.489 	 0.451 	 0.270 	 0.332 	 0.196
 0.953 	 0.868 	 0.683 	 0.707 	 0.722 	 0.614 	 0.445
 1.474 	 0.883 	 0.682 	 0.694 	 0.540 	 0.687 	 0.766
 2.628 	 2.011 	 1.270 	 1.147 	 0.835 	 1.181 	 0.740
 1.616 	 1.268 	 0.817 	 0.584 	 0.409 	 0.391 	 0.412
 2.431 	 1.941 	 1.510 	 1.552 	 1.049 	 1.381 	 1.675
 1.032 	 1.079 	 1.083 	 1.229 	 0.879 	 1.030 	 0.918
 1.345 	 2.180 	 1.792 	 1.432 	 1.428 	 1.633 	 1.753
 1.254 	 0.980 	 0.509 	 0.337 	 0.201 	 0.136 	 0.076
 7.845 	 4.190 	 4.767 	 5.434 	 4.663 	 4.191 	 10.563
 0.806 	 0.294 	 0.221 	 0.109 	 0.128 	 0.071 	 0.050
 2.142 	 1.624 	 1.341 	 1.201 	 0.923 	 1.092 	 0.727
 0.446 	 0.260 	 0.226 	 0.077 	 0.099 	 0.118 	 0.038
 3.349 	 3.376 	 1.934 	 1.621 	 1.631 	 0.904 	 1.291
 1.118 	 0.397 	 0.311 	 0.279 	 0.197 	 0.210 	 0.229
 1.915 	 1.553 	 1.265 	 1.985 	 1.285 	 0.905 	 0.677
 0.667 	 0.374 	 0.325 	 0.232 	 0.117 	 0.091 	 0.074
 1.745 	 1.674 	 1.662 	 2.559 	 1.030 	 1.469 	 1.094
 2.448 	 2.139 	 1.282 	 1.032 	 1.129 	 0.836 	 0.737
 0.719 	 0.405 	 0.377 	 0.223 	 0.170 	 0.118 	 0.083
 0.520 	 0.259 	 0.215 	 0.173 	 0.156 	 0.415 	 0.734
 1.369 	 1.281 	 1.125 	 1.225 	 0.948 	 0.902 	 0.602
 1.707 	 1.140 	 0.967 	 0.654 	 0.600 	 0.526 	 0.310
 1.577 	 0.984 	 0.913 	 0.516 	 0.452 	 0.480 	 0.344
 1.917 	 1.357 	 1.258 	 1.161 	 0.944 	 1.126 	 0.673
 0.601 	 0.488 	 0.391 	 0.384 	 0.313 	 0.330 	 0.365
 0.273 	 0.151 	 0.072 	 0.042 	 0.035 	 0.027 	 0.024
 2.506 	 2.232 	 1.410 	 1.809 	 1.501 	 1.428 	 0.940
 1.450 	 1.584 	 1.233 	 2.291 	 1.633 	 2.132 	 2.009
 0.924 	 0.668 	 0.469 	 0.386 	 0.466 	 0.314 	 0.341
 0.981 	 1.043 	 0.825 	 0.860 	 0.762 	 0.695 	 0.368
 2.003 	 1.472 	 0.904 	 0.753 	 0.697 	 0.587 	 0.435
 209.435 	 624.462 	 176.515 	 195.778 	 95.850 	 112.243 	 279.023
 0.750 	 0.819 	 1.307 	 0.498 	 0.465 	 0.784 	 0.537
 2.976 	 3.095 	 1.540 	 1.334 	 1.664 	 2.557 	 1.890
 1.128 	 1.173 	 0.727 	 0.576 	 0.442 	 0.588 	 0.739
 0.312 	 0.766 	 0.279 	 0.308 	 0.175 	 0.127 	 0.176
 0.894 	 1.259 	 0.780 	 1.270 	 0.830 	 0.490 	 0.657
 14.476 	 7.641 	 3.799 	 12.194 	 1.745 	 1.797 	 3.127
 3.361 	 4.265 	 2.555 	 1.661 	 1.714 	 2.895 	 2.419
 1.380 	 0.516 	 0.202 	 0.186 	 0.101 	 0.182 	 0.113
 2.676 	 2.323 	 1.218 	 0.919 	 1.012 	 1.118 	 0.661
 3.022 	 3.232 	 1.657 	 3.477 	 1.547 	 1.767 	 1.466
 3.036 	 1.877 	 1.650 	 1.435 	 1.699 	 1.070 	 1.169
 1.092 	 1.260 	 1.154 	 1.344 	 1.030 	 1.393 	 1.188
 1.650 	 1.067 	 0.657 	 0.726 	 0.394 	 0.368 	 0.272
 1.646 	 1.279 	 1.006 	 0.704 	 0.994 	 1.284 	 0.584
 2.105 	 1.148 	 0.927 	 1.167 	 1.531 	 2.220 	 1.294
 0.560 	 0.214 	 0.113 	 0.069 	 0.046 	 0.049 	 0.039
 2.479 	 2.459 	 1.956 	 1.828 	 1.626 	 2.195 	 1.849
 0.678 	 0.232 	 0.121 	 0.077 	 0.080 	 0.060 	 0.055
 1.472 	 0.824 	 0.538 	 0.537 	 0.404 	 0.459 	 0.260
 1.834 	 1.345 	 1.005 	 0.813 	 0.646 	 0.676 	 0.404
 0.921 	 2.250 	 1.686 	 1.404 	 2.265 	 3.396 	 1.652
 1.150 	 0.705 	 0.381 	 0.310 	 0.273 	 0.266 	 0.312
 0.592 	 0.559 	 0.600 	 0.419 	 0.444 	 0.370 	 0.232
 0.638 	 0.392 	 0.205 	 0.418 	 0.274 	 0.283 	 0.133
 0.905 	 0.395 	 0.193 	 0.154 	 0.215 	 0.168 	 0.094
 0.886 	 0.618 	 0.421 	 0.418 	 0.319 	 0.366 	 0.228
 3.680 	 6.313 	 6.717 	 4.697 	 3.415 	 3.375 	 2.226
 0.571 	 0.937 	 1.256 	 1.142 	 0.938 	 1.053 	 0.723
 6.160 	 5.100 	 4.392 	 4.328 	 4.634 	 4.906 	 2.186
 0.579 	 1.055 	 0.955 	 1.261 	 0.880 	 0.913 	 0.644
 1.152 	 0.532 	 0.270 	 0.192 	 0.170 	 0.123 	 0.079
 2.388 	 2.069 	 1.500 	 0.687 	 0.724 	 0.684 	 0.361
 38.362 	 158.509 	 187.708 	 44.404 	 138.189 	 24.472 	 33.790
 1.982 	 1.953 	 2.060 	 1.230 	 2.511 	 3.135 	 1.656
 2.579 	 1.861 	 1.164 	 0.973 	 1.112 	 0.816 	 0.751
 1.183 	 0.646 	 0.361 	 0.292 	 0.204 	 0.110 	 0.111
 0.456 	 0.323 	 0.471 	 0.319 	 0.078 	 0.115 	 0.118
 5.099 	 1.910 	 1.759 	 1.685 	 2.520 	 3.364 	 1.019
 1.740 	 1.267 	 1.293 	 0.787 	 0.610 	 0.821 	 0.570
 0.914 	 0.416 	 0.127 	 0.047 	 0.059 	 0.032 	 0.014
 1.858 	 1.328 	 1.403 	 1.063 	 0.635 	 0.893 	 0.532
 0.951 	 0.840 	 0.528 	 0.556 	 0.586 	 0.748 	 0.801
 1.197 	 0.901 	 1.085 	 1.298 	 1.324 	 1.349 	 0.929
 1.700 	 1.869 	 0.804 	 0.849 	 0.459 	 0.338 	 0.397
 1.696 	 1.245 	 0.800 	 0.558 	 0.422 	 0.276 	 0.210
 3.660 	 4.543 	 2.556 	 2.141 	 1.387 	 0.598 	 0.324
 1.860 	 1.910 	 1.406 	 1.156 	 1.239 	 1.156 	 0.992
 2.465 	 1.775 	 1.036 	 1.141 	 1.465 	 1.110 	 0.811
 1.441 	 2.643 	 2.233 	 2.484 	 6.362 	 3.446 	 1.781
 1.668 	 1.434 	 0.955 	 0.879 	 0.769 	 0.768 	 0.599
 0.864 	 1.078 	 0.752 	 0.631 	 0.796 	 0.664 	 0.539
 1.098 	 1.266 	 1.987 	 1.750 	 0.844 	 0.971 	 0.757
 0.837 	 0.804 	 0.564 	 1.152 	 1.411 	 1.173 	 0.892
 0.312 	 0.104 	 0.066 	 0.039 	 0.036 	 0.026 	 0.024
 0.835 	 0.812 	 0.537 	 0.493 	 0.245 	 0.319 	 0.240
 0.733 	 1.030 	 3.228 	 5.380 	 5.877 	 5.794 	 1.649
 1.038 	 1.022 	 0.734 	 0.741 	 0.592 	 0.521 	 0.524
 0.339 	 0.411 	 0.342 	 0.477 	 0.501 	 0.302 	 0.151
 0.334 	 0.628 	 0.639 	 0.197 	 0.151 	 0.177 	 0.128
 3.365 	 2.271 	 1.801 	 2.468 	 1.516 	 1.602 	 1.095
 0.625 	 0.867 	 1.016 	 0.886 	 0.377 	 0.151 	 0.083
 1.984 	 1.490 	 1.223 	 1.172 	 1.277 	 1.704 	 1.239
 0.561 	 0.395 	 0.394 	 0.433 	 0.413 	 0.302 	 0.406
 0.984 	 1.557 	 1.346 	 3.529 	 3.793 	 5.304 	 1.244
 0.963 	 0.566 	 0.567 	 0.229 	 0.252 	 0.339 	 0.109
 0.829 	 0.679 	 0.519 	 0.694 	 0.499 	 0.848 	 0.437
 0.276 	 0.148 	 0.158 	 0.145 	 0.121 	 0.073 	 0.043
 1.126 	 0.710 	 0.629 	 0.451 	 0.197 	 0.231 	 0.165
 4.089 	 4.873 	 2.940 	 4.810 	 3.314 	 2.890 	 2.046
 0.185 	 0.082 	 0.035 	 0.091 	 0.065 	 0.021 	 0.012
 0.447 	 0.822 	 0.536 	 0.619 	 0.775 	 0.558 	 0.460
 1.008 	 0.497 	 0.281 	 0.480 	 0.071 	 0.102 	 0.054
 1.786 	 1.610 	 0.379 	 0.273 	 0.200 	 0.272 	 0.168
 2.008 	 1.457 	 0.449 	 0.689 	 1.086 	 0.772 	 0.404
 0.448 	 0.169 	 0.103 	 0.104 	 0.083 	 0.077 	 0.037
 4.288 	 3.128 	 1.819 	 1.096 	 0.844 	 0.785 	 1.062
 1.002 	 0.719 	 0.641 	 0.571 	 0.204 	 0.060 	 0.105
 1.398 	 1.098 	 0.617 	 0.785 	 0.884 	 0.805 	 1.012
 0.564 	 0.375 	 0.604 	 0.791 	 1.683 	 1.413 	 0.663
 1.013 	 0.929 	 0.779 	 0.728 	 0.663 	 0.518 	 0.535
 2.543 	 1.899 	 1.568 	 1.846 	 1.739 	 1.286 	 0.983
 0.169 	 0.113 	 0.047 	 0.041 	 0.036 	 0.024 	 0.013
 7.582 	 5.284 	 1.686 	 2.495 	 1.325 	 0.434 	 0.285
 0.428 	 0.462 	 0.241 	 0.215 	 0.325 	 0.309 	 0.178
 0.782 	 0.599 	 0.561 	 0.550 	 0.158 	 0.163 	 0.143
 2.554 	 0.991 	 1.478 	 1.444 	 1.549 	 0.647 	 1.353
 0.423 	 0.150 	 0.095 	 0.100 	 0.043 	 0.036 	 0.018
 5.456 	 3.057 	 2.673 	 3.029 	 1.840 	 1.068 	 0.618
 0.506 	 0.806 	 0.749 	 0.404 	 0.266 	 0.189 	 0.275
 0.536 	 0.427 	 0.423 	 0.181 	 0.061 	 0.058 	 0.057
 0.431 	 0.152 	 0.132 	 0.079 	 0.062 	 0.076 	 0.036
 1.032 	 0.602 	 0.377 	 0.249 	 0.183 	 0.316 	 0.198
 0.707 	 0.551 	 0.219 	 0.211 	 0.197 	 0.160 	 0.057
 1.840 	 0.865 	 0.634 	 0.430 	 0.330 	 0.261 	 0.498
 0.697 	 0.343 	 0.163 	 0.234 	 0.095 	 0.081 	 0.105
 0.928 	 0.780 	 0.725 	 0.549 	 0.364 	 0.366 	 0.340
 1.554 	 1.704 	 1.226 	 0.617 	 0.710 	 0.404 	 0.248
 0.320 	 0.222 	 0.090 	 0.065 	 0.045 	 0.042 	 0.070
 3.108 	 2.240 	 1.691 	 0.620 	 1.357 	 0.984 	 0.812
 1.305 	 1.358 	 2.014 	 1.014 	 0.745 	 0.470 	 0.310
 2.308 	 11.134 	 0.748 	 3.228 	 2.843 	 0.946 	 0.688
 1.390 	 3.394 	 2.513 	 1.189 	 0.893 	 0.226 	 0.060
 0.665 	 0.350 	 0.172 	 0.392 	 0.196 	 0.091 	 0.071
 1.849 	 1.040 	 1.427 	 1.166 	 1.528 	 0.457 	 0.528
 1.506 	 1.267 	 0.658 	 0.359 	 0.350 	 0.451 	 0.221
 1.814 	 0.761 	 0.386 	 0.362 	 0.625 	 0.125 	 0.156
 0.318 	 0.218 	 0.155 	 0.165 	 0.238 	 0.160 	 0.194
 0.543 	 0.569 	 0.354 	 0.363 	 0.545 	 0.198 	 0.089
 1.543 	 0.752 	 0.560 	 0.464 	 0.309 	 0.352 	 0.135
 3.120 	 3.066 	 2.344 	 1.446 	 1.566 	 1.171 	 1.836
 2.454 	 2.149 	 1.180 	 0.917 	 0.891 	 0.852 	 0.664
 2.818 	 4.490 	 2.257 	 1.643 	 1.188 	 1.585 	 1.752
 12.134 	 17.965 	 11.147 	 8.372 	 15.454 	 14.072 	 1.598
 2.401 	 0.594 	 1.369 	 0.978 	 0.818 	 0.506 	 0.479
 2.775 	 4.399 	 3.991 	 3.268 	 1.876 	 2.623 	 5.390
 0.992 	 1.226 	 0.547 	 0.704 	 0.407 	 0.624 	 0.686
 2.568 	 3.192 	 3.705 	 2.154 	 4.507 	 2.906 	 3.138
 1.688 	 0.872 	 0.500 	 0.713 	 0.633 	 0.405 	 0.420
 2.460 	 3.812 	 2.444 	 2.707 	 1.103 	 0.922 	 1.590
 3.324 	 2.720 	 1.762 	 1.250 	 0.898 	 0.804 	 0.817
 1.620 	 0.993 	 1.228 	 0.935 	 0.679 	 0.402 	 0.491
 0.885 	 0.614 	 0.879 	 0.736 	 0.890 	 0.619 	 0.472
 3.507 	 1.617 	 0.968 	 2.730 	 0.903 	 1.866 	 3.147
 2.146 	 1.938 	 0.862 	 0.799 	 0.445 	 0.414 	 0.288
 0.352 	 0.320 	 0.160 	 0.224 	 0.136 	 0.086 	 0.098
 0.597 	 0.760 	 0.752 	 0.407 	 0.262 	 0.342 	 0.265
 5.223 	 3.507 	 1.596 	 1.234 	 1.702 	 1.859 	 2.038
 0.339 	 0.163 	 0.075 	 0.069 	 0.054 	 0.049 	 0.030
 1.069 	 1.266 	 1.784 	 0.956 	 0.884 	 0.875 	 0.784
 0.411 	 0.626 	 0.323 	 0.314 	 1.119 	 1.161 	 0.686
 2.711 	 2.146 	 1.018 	 1.098 	 1.270 	 1.042 	 0.785
 1.097 	 0.539 	 0.305 	 0.474 	 0.356 	 0.351 	 0.252
 3.253 	 2.116 	 2.293 	 1.940 	 1.828 	 1.385 	 0.878
 3.696 	 3.135 	 1.109 	 2.096 	 2.012 	 1.991 	 1.328
 0.966 	 0.824 	 0.546 	 0.738 	 0.830 	 0.530 	 0.854
 3.882 	 0.126 	 0.296 	 0.021 	 0.020 	 0.011 	 0.007
 3.551 	 4.611 	 2.080 	 2.241 	 2.816 	 1.426 	 1.876
 1.320 	 0.850 	 0.513 	 0.831 	 0.153 	 0.310 	 0.085
 2.039 	 4.475 	 2.970 	 6.256 	 10.604 	 1.478 	 0.922
 0.608 	 0.214 	 0.137 	 0.150 	 0.115 	 0.074 	 0.053
 0.574 	 0.349 	 0.177 	 0.083 	 0.076 	 0.085 	 0.066
 0.753 	 0.527 	 0.258 	 0.162 	 0.146 	 0.255 	 0.120
 1.476 	 0.523 	 0.295 	 0.226 	 0.225 	 0.122 	 0.125
 0.579 	 0.313 	 0.222 	 0.068 	 0.042 	 0.051 	 0.033
 14.963 	 5.943 	 3.596 	 2.961 	 3.469 	 3.455 	 1.394
 0.188 	 0.053 	 0.027 	 0.063 	 0.017 	 0.023 	 0.008
 1.282 	 0.511 	 0.771 	 0.515 	 0.325 	 0.537 	 0.349
 0.846 	 0.411 	 0.214 	 0.101 	 0.066 	 0.086 	 0.081
 2.255 	 1.345 	 0.996 	 0.725 	 0.646 	 0.514 	 0.242
 1.787 	 1.879 	 0.624 	 0.487 	 0.457 	 0.965 	 0.475
 0.432 	 0.174 	 0.129 	 0.127 	 0.045 	 0.037 	 0.040
 0.879 	 0.667 	 0.482 	 0.283 	 0.341 	 0.304 	 0.308
 0.682 	 0.716 	 0.244 	 0.219 	 0.235 	 0.237 	 0.211
 0.914 	 0.475 	 0.400 	 0.273 	 0.277 	 0.127 	 0.102
 0.453 	 0.345 	 0.127 	 0.134 	 0.104 	 0.127 	 0.039
 6.797 	 7.945 	 2.987 	 6.595 	 1.884 	 0.935 	 0.795
 7.322 	 10.109 	 8.473 	 2.522 	 1.322 	 1.703 	 1.129
 1.969 	 0.562 	 0.347 	 0.344 	 0.182 	 0.152 	 0.202
 3.505 	 1.669 	 0.973 	 0.557 	 1.371 	 0.577 	 0.727
 1.582 	 0.631 	 0.566 	 0.648 	 0.442 	 0.291 	 0.362
 2.997 	 0.032 	 0.010 	 0.006 	 0.013 	 0.003 	 0.026
 0.496 	 0.282 	 0.167 	 0.131 	 0.119 	 0.091 	 0.078
 0.847 	 2.471 	 0.433 	 0.606 	 0.243 	 2.008 	 1.079
 0.458 	 0.945 	 0.486 	 0.685 	 0.967 	 3.695 	 0.529
 0.819 	 0.556 	 0.598 	 0.254 	 0.212 	 0.340 	 0.173
 1.258 	 0.725 	 0.727 	 0.892 	 0.897 	 0.548 	 0.384
 1.661 	 0.873 	 0.725 	 0.543 	 0.319 	 0.380 	 0.972
 1.487 	 0.966 	 0.570 	 0.499 	 0.516 	 0.451 	 0.292
 0.151 	 0.040 	 0.013 	 0.012 	 0.011 	 0.007 	 0.003
 1.207 	 0.653 	 0.853 	 0.577 	 0.383 	 0.561 	 0.299
 0.468 	 0.126 	 0.302 	 0.064 	 0.035 	 0.019 	 0.018
 7.274 	 8.081 	 2.990 	 2.064 	 1.272 	 0.751 	 1.062
 5.169 	 0.979 	 1.283 	 1.021 	 1.556 	 1.244 	 1.262
 0.782 	 0.424 	 0.204 	 0.167 	 0.137 	 0.270 	 0.112
 2.240 	 3.834 	 2.679 	 2.670 	 3.990 	 3.341 	 1.362
 0.916 	 0.612 	 0.210 	 0.462 	 0.136 	 0.046 	 0.053
 2.938 	 2.128 	 1.415 	 1.288 	 1.726 	 1.411 	 0.914
 2.479 	 0.976 	 0.779 	 0.387 	 0.166 	 0.279 	 0.513
 1.697 	 0.841 	 1.052 	 1.244 	 1.726 	 1.900 	 1.214
 0.614 	 0.276 	 0.147 	 0.059 	 0.124 	 0.086 	 0.037
 1.249 	 0.777 	 0.544 	 0.267 	 0.408 	 0.299 	 0.415
 0.390 	 0.258 	 0.256 	 0.339 	 0.210 	 0.213 	 0.554
 0.151 	 0.074 	 0.039 	 0.030 	 0.025 	 0.019 	 0.016
 2.273 	 3.439 	 3.249 	 1.279 	 0.673 	 0.664 	 0.421
 10.538 	 7.368 	 1.574 	 0.402 	 10.346 	 0.075 	 0.963
 10.967 	 4.958 	 1.896 	 2.199 	 1.766 	 2.807 	 3.682
 1.909 	 4.926 	 0.972 	 0.826 	 1.213 	 0.525 	 0.595
 1.127 	 0.917 	 0.248 	 0.280 	 0.385 	 0.292 	 0.170
 0.233 	 0.162 	 0.108 	 0.046 	 0.020 	 0.010 	 0.005
 0.700 	 1.575 	 2.832 	 3.113 	 6.985 	 2.159 	 0.605
 1.122 	 0.848 	 0.460 	 0.556 	 0.442 	 0.384 	 0.110
 0.385 	 0.410 	 0.191 	 0.182 	 0.161 	 0.121 	 0.124
 0.799 	 0.443 	 0.260 	 0.254 	 0.151 	 0.094 	 0.075
 0.128 	 0.051 	 0.023 	 0.016 	 0.014 	 0.010 	 0.005
 1.551 	 0.823 	 0.404 	 0.193 	 0.409 	 0.303 	 0.183
